Rama de actividad CNAE 2009	Sexo	Unidad	Periodo	Total
J Información y comunicaciones	Hombres	Valor absoluto	2016T1	382,9
J Información y comunicaciones	Hombres	Valor absoluto	2015T4	373,8
J Información y comunicaciones	Hombres	Valor absoluto	2015T3	386,9
J Información y comunicaciones	Hombres	Valor absoluto	2015T2	359,0
J Información y comunicaciones	Hombres	Valor absoluto	2015T1	354,7
J Información y comunicaciones	Hombres	Valor absoluto	2014T4	366,2
J Información y comunicaciones	Hombres	Valor absoluto	2014T3	344,5
J Información y comunicaciones	Hombres	Valor absoluto	2014T2	338,0
J Información y comunicaciones	Hombres	Valor absoluto	2014T1	335,2
J Información y comunicaciones	Hombres	Valor absoluto	2013T4	349,3
J Información y comunicaciones	Hombres	Valor absoluto	2013T3	338,6
J Información y comunicaciones	Hombres	Valor absoluto	2013T2	341,7
J Información y comunicaciones	Hombres	Valor absoluto	2013T1	352,1
J Información y comunicaciones	Hombres	Valor absoluto	2012T4	341,6
J Información y comunicaciones	Hombres	Valor absoluto	2012T3	345,4
J Información y comunicaciones	Hombres	Valor absoluto	2012T2	365,9
J Información y comunicaciones	Hombres	Valor absoluto	2012T1	360,8
J Información y comunicaciones	Hombres	Valor absoluto	2011T4	365,3
J Información y comunicaciones	Hombres	Valor absoluto	2011T3	352,5
J Información y comunicaciones	Hombres	Valor absoluto	2011T2	367,1
J Información y comunicaciones	Hombres	Valor absoluto	2011T1	351,1
J Información y comunicaciones	Hombres	Valor absoluto	2010T4	355,6
J Información y comunicaciones	Hombres	Valor absoluto	2010T3	375,6
J Información y comunicaciones	Hombres	Valor absoluto	2010T2	357,4
J Información y comunicaciones	Hombres	Valor absoluto	2010T1	346,7
J Información y comunicaciones	Hombres	Valor absoluto	2009T4	349,4
J Información y comunicaciones	Hombres	Valor absoluto	2009T3	340,6
J Información y comunicaciones	Hombres	Valor absoluto	2009T2	340,3
J Información y comunicaciones	Hombres	Valor absoluto	2009T1	368,9
J Información y comunicaciones	Hombres	Valor absoluto	2008T4	375,5
J Información y comunicaciones	Hombres	Valor absoluto	2008T3	391,6
J Información y comunicaciones	Hombres	Valor absoluto	2008T2	380,8
J Información y comunicaciones	Hombres	Valor absoluto	2008T1	356,2
J Información y comunicaciones	Hombres	Porcentaje	2021T4	4,6
J Información y comunicaciones	Hombres	Porcentaje	2021T3	4,3
J Información y comunicaciones	Hombres	Porcentaje	2021T2	4,3
J Información y comunicaciones	Hombres	Porcentaje	2021T1	4,1
J Información y comunicaciones	Hombres	Porcentaje	2020T4	3,9
J Información y comunicaciones	Hombres	Porcentaje	2020T3	4,0
J Información y comunicaciones	Hombres	Porcentaje	2020T2	4,1
J Información y comunicaciones	Hombres	Porcentaje	2020T1	3,9
J Información y comunicaciones	Hombres	Porcentaje	2019T4	3,8
J Información y comunicaciones	Hombres	Porcentaje	2019T3	3,8
J Información y comunicaciones	Hombres	Porcentaje	2019T2	4,0
J Información y comunicaciones	Hombres	Porcentaje	2019T1	3,9
J Información y comunicaciones	Hombres	Porcentaje	2018T4	4,0
J Información y comunicaciones	Hombres	Porcentaje	2018T3	4,0
J Información y comunicaciones	Hombres	Porcentaje	2018T2	3,9
J Información y comunicaciones	Hombres	Porcentaje	2018T1	4,0
J Información y comunicaciones	Hombres	Porcentaje	2017T4	4,1
J Información y comunicaciones	Hombres	Porcentaje	2017T3	4,0
J Información y comunicaciones	Hombres	Porcentaje	2017T2	3,9
J Información y comunicaciones	Hombres	Porcentaje	2017T1	3,8
J Información y comunicaciones	Hombres	Porcentaje	2016T4	3,8
J Información y comunicaciones	Hombres	Porcentaje	2016T3	3,7
J Información y comunicaciones	Hombres	Porcentaje	2016T2	3,7
J Información y comunicaciones	Hombres	Porcentaje	2016T1	3,9
J Información y comunicaciones	Hombres	Porcentaje	2015T4	3,8
J Información y comunicaciones	Hombres	Porcentaje	2015T3	3,9
J Información y comunicaciones	Hombres	Porcentaje	2015T2	3,7
J Información y comunicaciones	Hombres	Porcentaje	2015T1	3,7
J Información y comunicaciones	Hombres	Porcentaje	2014T4	3,8
J Información y comunicaciones	Hombres	Porcentaje	2014T3	3,6
J Información y comunicaciones	Hombres	Porcentaje	2014T2	3,6
J Información y comunicaciones	Hombres	Porcentaje	2014T1	3,7
J Información y comunicaciones	Hombres	Porcentaje	2013T4	3,8
J Información y comunicaciones	Hombres	Porcentaje	2013T3	3,6
J Información y comunicaciones	Hombres	Porcentaje	2013T2	3,7
J Información y comunicaciones	Hombres	Porcentaje	2013T1	3,8
J Información y comunicaciones	Hombres	Porcentaje	2012T4	3,6
J Información y comunicaciones	Hombres	Porcentaje	2012T3	3,6
J Información y comunicaciones	Hombres	Porcentaje	2012T2	3,8
J Información y comunicaciones	Hombres	Porcentaje	2012T1	3,7
J Información y comunicaciones	Hombres	Porcentaje	2011T4	3,7
J Información y comunicaciones	Hombres	Porcentaje	2011T3	3,5
J Información y comunicaciones	Hombres	Porcentaje	2011T2	3,6
J Información y comunicaciones	Hombres	Porcentaje	2011T1	3,4
J Información y comunicaciones	Hombres	Porcentaje	2010T4	3,4
J Información y comunicaciones	Hombres	Porcentaje	2010T3	3,6
J Información y comunicaciones	Hombres	Porcentaje	2010T2	3,4
J Información y comunicaciones	Hombres	Porcentaje	2010T1	3,3
J Información y comunicaciones	Hombres	Porcentaje	2009T4	3,3
J Información y comunicaciones	Hombres	Porcentaje	2009T3	3,2
J Información y comunicaciones	Hombres	Porcentaje	2009T2	3,2
J Información y comunicaciones	Hombres	Porcentaje	2009T1	3,4
J Información y comunicaciones	Hombres	Porcentaje	2008T4	3,3
J Información y comunicaciones	Hombres	Porcentaje	2008T3	3,3
J Información y comunicaciones	Hombres	Porcentaje	2008T2	3,2
J Información y comunicaciones	Hombres	Porcentaje	2008T1	3,0
J Información y comunicaciones	Mujeres	Valor absoluto	2021T4	206,6
J Información y comunicaciones	Mujeres	Valor absoluto	2021T3	223,3
J Información y comunicaciones	Mujeres	Valor absoluto	2021T2	201,1
J Información y comunicaciones	Mujeres	Valor absoluto	2021T1	201,1
J Información y comunicaciones	Mujeres	Valor absoluto	2020T4	190,7
J Información y comunicaciones	Mujeres	Valor absoluto	2020T3	194,9
J Información y comunicaciones	Mujeres	Valor absoluto	2020T2	205,8
J Información y comunicaciones	Mujeres	Valor absoluto	2020T1	197,5
J Información y comunicaciones	Mujeres	Valor absoluto	2019T4	194,8
J Información y comunicaciones	Mujeres	Valor absoluto	2019T3	195,1
J Información y comunicaciones	Mujeres	Valor absoluto	2019T2	182,3
J Información y comunicaciones	Mujeres	Valor absoluto	2019T1	168,4
J Información y comunicaciones	Mujeres	Valor absoluto	2018T4	169,6
J Información y comunicaciones	Mujeres	Valor absoluto	2018T3	166,1
J Información y comunicaciones	Mujeres	Valor absoluto	2018T2	162,5
J Información y comunicaciones	Mujeres	Valor absoluto	2018T1	171,8
J Información y comunicaciones	Mujeres	Valor absoluto	2017T4	188,3
J Información y comunicaciones	Mujeres	Valor absoluto	2017T3	179,7
J Información y comunicaciones	Mujeres	Valor absoluto	2017T2	182,5
J Información y comunicaciones	Mujeres	Valor absoluto	2017T1	172,5
J Información y comunicaciones	Mujeres	Valor absoluto	2016T4	182,6
J Información y comunicaciones	Mujeres	Valor absoluto	2016T3	162,4
J Información y comunicaciones	Mujeres	Valor absoluto	2016T2	163,3
J Información y comunicaciones	Mujeres	Valor absoluto	2016T1	174,5
J Información y comunicaciones	Mujeres	Valor absoluto	2015T4	172,0
J Información y comunicaciones	Mujeres	Valor absoluto	2015T3	167,7
J Información y comunicaciones	Mujeres	Valor absoluto	2015T2	151,4
J Información y comunicaciones	Mujeres	Valor absoluto	2015T1	155,5
J Información y comunicaciones	Mujeres	Valor absoluto	2014T4	170,8
J Información y comunicaciones	Mujeres	Valor absoluto	2014T3	177,2
J Información y comunicaciones	Mujeres	Valor absoluto	2014T2	163,3
J Información y comunicaciones	Mujeres	Valor absoluto	2014T1	167,0
J Información y comunicaciones	Mujeres	Valor absoluto	2013T4	179,3
J Información y comunicaciones	Mujeres	Valor absoluto	2013T3	184,7
J Información y comunicaciones	Mujeres	Valor absoluto	2013T2	173,6
J Información y comunicaciones	Mujeres	Valor absoluto	2013T1	172,2
J Información y comunicaciones	Mujeres	Valor absoluto	2012T4	184,1
J Información y comunicaciones	Mujeres	Valor absoluto	2012T3	180,7
J Información y comunicaciones	Mujeres	Valor absoluto	2012T2	181,6
J Información y comunicaciones	Mujeres	Valor absoluto	2012T1	178,8
J Información y comunicaciones	Mujeres	Valor absoluto	2011T4	173,3
J Información y comunicaciones	Mujeres	Valor absoluto	2011T3	179,2
J Información y comunicaciones	Mujeres	Valor absoluto	2011T2	172,8
J Información y comunicaciones	Mujeres	Valor absoluto	2011T1	171,9
J Información y comunicaciones	Mujeres	Valor absoluto	2010T4	172,7
J Información y comunicaciones	Mujeres	Valor absoluto	2010T3	171,9
J Información y comunicaciones	Mujeres	Valor absoluto	2010T2	159,3
J Información y comunicaciones	Mujeres	Valor absoluto	2010T1	171,6
J Información y comunicaciones	Mujeres	Valor absoluto	2009T4	170,2
J Información y comunicaciones	Mujeres	Valor absoluto	2009T3	181,5
J Información y comunicaciones	Mujeres	Valor absoluto	2009T2	195,0
J Información y comunicaciones	Mujeres	Valor absoluto	2009T1	187,4
J Información y comunicaciones	Mujeres	Valor absoluto	2008T4	201,3
J Información y comunicaciones	Mujeres	Valor absoluto	2008T3	207,4
J Información y comunicaciones	Mujeres	Valor absoluto	2008T2	200,7
J Información y comunicaciones	Mujeres	Valor absoluto	2008T1	187,2
J Información y comunicaciones	Mujeres	Porcentaje	2021T4	2,2
J Información y comunicaciones	Mujeres	Porcentaje	2021T3	2,4
J Información y comunicaciones	Mujeres	Porcentaje	2021T2	2,2
J Información y comunicaciones	Mujeres	Porcentaje	2021T1	2,3
J Información y comunicaciones	Mujeres	Porcentaje	2020T4	2,1
J Información y comunicaciones	Mujeres	Porcentaje	2020T3	2,2
J Información y comunicaciones	Mujeres	Porcentaje	2020T2	2,4
J Información y comunicaciones	Mujeres	Porcentaje	2020T1	2,2
J Información y comunicaciones	Mujeres	Porcentaje	2019T4	2,1
J Información y comunicaciones	Mujeres	Porcentaje	2019T3	2,2
J Información y comunicaciones	Mujeres	Porcentaje	2019T2	2,0
J Información y comunicaciones	Mujeres	Porcentaje	2019T1	1,9
J Información y comunicaciones	Mujeres	Porcentaje	2018T4	1,9
J Información y comunicaciones	Mujeres	Porcentaje	2018T3	1,9
J Información y comunicaciones	Mujeres	Porcentaje	2018T2	1,8
J Información y comunicaciones	Mujeres	Porcentaje	2018T1	2,0
J Información y comunicaciones	Mujeres	Porcentaje	2017T4	2,2
J Información y comunicaciones	Mujeres	Porcentaje	2017T3	2,1
J Información y comunicaciones	Mujeres	Porcentaje	2017T2	2,1
J Información y comunicaciones	Mujeres	Porcentaje	2017T1	2,1
J Información y comunicaciones	Mujeres	Porcentaje	2016T4	2,2
J Información y comunicaciones	Mujeres	Porcentaje	2016T3	1,9
J Información y comunicaciones	Mujeres	Porcentaje	2016T2	2,0
J Información y comunicaciones	Mujeres	Porcentaje	2016T1	2,1
J Información y comunicaciones	Mujeres	Porcentaje	2015T4	2,1
J Información y comunicaciones	Mujeres	Porcentaje	2015T3	2,1
J Información y comunicaciones	Mujeres	Porcentaje	2015T2	1,9
J Información y comunicaciones	Mujeres	Porcentaje	2015T1	2,0
J Información y comunicaciones	Mujeres	Porcentaje	2014T4	2,1
J Información y comunicaciones	Mujeres	Porcentaje	2014T3	2,2
J Información y comunicaciones	Mujeres	Porcentaje	2014T2	2,1
J Información y comunicaciones	Mujeres	Porcentaje	2014T1	2,1
J Información y comunicaciones	Mujeres	Porcentaje	2013T4	2,3
J Información y comunicaciones	Mujeres	Porcentaje	2013T3	2,4
J Información y comunicaciones	Mujeres	Porcentaje	2013T2	2,2
J Información y comunicaciones	Mujeres	Porcentaje	2013T1	2,2
J Información y comunicaciones	Mujeres	Porcentaje	2012T4	2,3
J Información y comunicaciones	Mujeres	Porcentaje	2012T3	2,3
J Información y comunicaciones	Mujeres	Porcentaje	2012T2	2,2
J Información y comunicaciones	Mujeres	Porcentaje	2012T1	2,2
J Información y comunicaciones	Mujeres	Porcentaje	2011T4	2,1
J Información y comunicaciones	Mujeres	Porcentaje	2011T3	2,2
J Información y comunicaciones	Mujeres	Porcentaje	2011T2	2,1
J Información y comunicaciones	Mujeres	Porcentaje	2011T1	2,1
J Información y comunicaciones	Mujeres	Porcentaje	2010T4	2,1
J Información y comunicaciones	Mujeres	Porcentaje	2010T3	2,1
J Información y comunicaciones	Mujeres	Porcentaje	2010T2	1,9
J Información y comunicaciones	Mujeres	Porcentaje	2010T1	2,1
J Información y comunicaciones	Mujeres	Porcentaje	2009T4	2,0
J Información y comunicaciones	Mujeres	Porcentaje	2009T3	2,2
J Información y comunicaciones	Mujeres	Porcentaje	2009T2	2,3
J Información y comunicaciones	Mujeres	Porcentaje	2009T1	2,2
J Información y comunicaciones	Mujeres	Porcentaje	2008T4	2,3
J Información y comunicaciones	Mujeres	Porcentaje	2008T3	2,4
J Información y comunicaciones	Mujeres	Porcentaje	2008T2	2,3
J Información y comunicaciones	Mujeres	Porcentaje	2008T1	2,2
58 Edición	Ambos sexos	Valor absoluto	2021T4	57,1
58 Edición	Ambos sexos	Valor absoluto	2021T3	44,2
58 Edición	Ambos sexos	Valor absoluto	2021T2	50,3
58 Edición	Ambos sexos	Valor absoluto	2021T1	52,4
58 Edición	Ambos sexos	Valor absoluto	2020T4	50,9
58 Edición	Ambos sexos	Valor absoluto	2020T3	58,6
58 Edición	Ambos sexos	Valor absoluto	2020T2	59,0
58 Edición	Ambos sexos	Valor absoluto	2020T1	57,1
58 Edición	Ambos sexos	Valor absoluto	2019T4	55,0
58 Edición	Ambos sexos	Valor absoluto	2019T3	49,2
58 Edición	Ambos sexos	Valor absoluto	2019T2	51,4
58 Edición	Ambos sexos	Valor absoluto	2019T1	50,0
58 Edición	Ambos sexos	Valor absoluto	2018T4	54,3
58 Edición	Ambos sexos	Valor absoluto	2018T3	51,6
58 Edición	Ambos sexos	Valor absoluto	2018T2	52,8
58 Edición	Ambos sexos	Valor absoluto	2018T1	53,2
58 Edición	Ambos sexos	Valor absoluto	2017T4	53,2
58 Edición	Ambos sexos	Valor absoluto	2017T3	50,1
58 Edición	Ambos sexos	Valor absoluto	2017T2	54,8
58 Edición	Ambos sexos	Valor absoluto	2017T1	51,9
58 Edición	Ambos sexos	Valor absoluto	2016T4	49,4
58 Edición	Ambos sexos	Valor absoluto	2016T3	53,9
58 Edición	Ambos sexos	Valor absoluto	2016T2	56,3
58 Edición	Ambos sexos	Valor absoluto	2016T1	60,5
58 Edición	Ambos sexos	Valor absoluto	2015T4	55,7
58 Edición	Ambos sexos	Valor absoluto	2015T3	54,7
58 Edición	Ambos sexos	Valor absoluto	2015T2	51,9
58 Edición	Ambos sexos	Valor absoluto	2015T1	54,0
58 Edición	Ambos sexos	Valor absoluto	2014T4	62,8
58 Edición	Ambos sexos	Valor absoluto	2014T3	50,7
58 Edición	Ambos sexos	Valor absoluto	2014T2	48,0
58 Edición	Ambos sexos	Valor absoluto	2014T1	50,4
58 Edición	Ambos sexos	Valor absoluto	2013T4	57,1
58 Edición	Ambos sexos	Valor absoluto	2013T3	57,1
58 Edición	Ambos sexos	Valor absoluto	2013T2	53,1
58 Edición	Ambos sexos	Valor absoluto	2013T1	59,2
58 Edición	Ambos sexos	Valor absoluto	2012T4	60,4
58 Edición	Ambos sexos	Valor absoluto	2012T3	58,7
58 Edición	Ambos sexos	Valor absoluto	2012T2	60,2
58 Edición	Ambos sexos	Valor absoluto	2012T1	55,8
58 Edición	Ambos sexos	Valor absoluto	2011T4	57,2
58 Edición	Ambos sexos	Valor absoluto	2011T3	57,3
58 Edición	Ambos sexos	Valor absoluto	2011T2	59,1
58 Edición	Ambos sexos	Valor absoluto	2011T1	59,4
58 Edición	Ambos sexos	Valor absoluto	2010T4	57,6
58 Edición	Ambos sexos	Valor absoluto	2010T3	63,4
58 Edición	Ambos sexos	Valor absoluto	2010T2	59,3
58 Edición	Ambos sexos	Valor absoluto	2010T1	61,0
58 Edición	Ambos sexos	Valor absoluto	2009T4	69,1
58 Edición	Ambos sexos	Valor absoluto	2009T3	70,2
58 Edición	Ambos sexos	Valor absoluto	2009T2	72,9
58 Edición	Ambos sexos	Valor absoluto	2009T1	82,1
58 Edición	Ambos sexos	Valor absoluto	2008T4	83,3
58 Edición	Ambos sexos	Valor absoluto	2008T3	85,7
58 Edición	Ambos sexos	Valor absoluto	2008T2	85,0
58 Edición	Ambos sexos	Valor absoluto	2008T1	77,1
58 Edición	Ambos sexos	Porcentaje	2021T4	0,3
58 Edición	Ambos sexos	Porcentaje	2021T3	0,2
58 Edición	Ambos sexos	Porcentaje	2021T2	0,3
58 Edición	Ambos sexos	Porcentaje	2021T1	0,3
58 Edición	Ambos sexos	Porcentaje	2020T4	0,3
58 Edición	Ambos sexos	Porcentaje	2020T3	0,3
58 Edición	Ambos sexos	Porcentaje	2020T2	0,3
58 Edición	Ambos sexos	Porcentaje	2020T1	0,3
58 Edición	Ambos sexos	Porcentaje	2019T4	0,3
58 Edición	Ambos sexos	Porcentaje	2019T3	0,2
58 Edición	Ambos sexos	Porcentaje	2019T2	0,3
58 Edición	Ambos sexos	Porcentaje	2019T1	0,3
58 Edición	Ambos sexos	Porcentaje	2018T4	0,3
58 Edición	Ambos sexos	Porcentaje	2018T3	0,3
58 Edición	Ambos sexos	Porcentaje	2018T2	0,3
58 Edición	Ambos sexos	Porcentaje	2018T1	0,3
58 Edición	Ambos sexos	Porcentaje	2017T4	0,3
58 Edición	Ambos sexos	Porcentaje	2017T3	0,3
58 Edición	Ambos sexos	Porcentaje	2017T2	0,3
58 Edición	Ambos sexos	Porcentaje	2017T1	0,3
58 Edición	Ambos sexos	Porcentaje	2016T4	0,3
58 Edición	Ambos sexos	Porcentaje	2016T3	0,3
58 Edición	Ambos sexos	Porcentaje	2016T2	0,3
58 Edición	Ambos sexos	Porcentaje	2016T1	0,3
58 Edición	Ambos sexos	Porcentaje	2015T4	0,3
58 Edición	Ambos sexos	Porcentaje	2015T3	0,3
58 Edición	Ambos sexos	Porcentaje	2015T2	0,3
58 Edición	Ambos sexos	Porcentaje	2015T1	0,3
58 Edición	Ambos sexos	Porcentaje	2014T4	0,4
58 Edición	Ambos sexos	Porcentaje	2014T3	0,3
58 Edición	Ambos sexos	Porcentaje	2014T2	0,3
58 Edición	Ambos sexos	Porcentaje	2014T1	0,3
58 Edición	Ambos sexos	Porcentaje	2013T4	0,3
58 Edición	Ambos sexos	Porcentaje	2013T3	0,3
58 Edición	Ambos sexos	Porcentaje	2013T2	0,3
58 Edición	Ambos sexos	Porcentaje	2013T1	0,3
58 Edición	Ambos sexos	Porcentaje	2012T4	0,3
58 Edición	Ambos sexos	Porcentaje	2012T3	0,3
58 Edición	Ambos sexos	Porcentaje	2012T2	0,3
58 Edición	Ambos sexos	Porcentaje	2012T1	0,3
58 Edición	Ambos sexos	Porcentaje	2011T4	0,3
58 Edición	Ambos sexos	Porcentaje	2011T3	0,3
58 Edición	Ambos sexos	Porcentaje	2011T2	0,3
58 Edición	Ambos sexos	Porcentaje	2011T1	0,3
58 Edición	Ambos sexos	Porcentaje	2010T4	0,3
58 Edición	Ambos sexos	Porcentaje	2010T3	0,3
58 Edición	Ambos sexos	Porcentaje	2010T2	0,3
58 Edición	Ambos sexos	Porcentaje	2010T1	0,3
58 Edición	Ambos sexos	Porcentaje	2009T4	0,4
58 Edición	Ambos sexos	Porcentaje	2009T3	0,4
58 Edición	Ambos sexos	Porcentaje	2009T2	0,4
58 Edición	Ambos sexos	Porcentaje	2009T1	0,4
58 Edición	Ambos sexos	Porcentaje	2008T4	0,4
58 Edición	Ambos sexos	Porcentaje	2008T3	0,4
58 Edición	Ambos sexos	Porcentaje	2008T2	0,4
58 Edición	Ambos sexos	Porcentaje	2008T1	0,4
58 Edición	Hombres	Valor absoluto	2021T4	34,6
58 Edición	Hombres	Valor absoluto	2021T3	24,3
58 Edición	Hombres	Valor absoluto	2021T2	30,9
58 Edición	Hombres	Valor absoluto	2021T1	29,2
58 Edición	Hombres	Valor absoluto	2020T4	29,9
58 Edición	Hombres	Valor absoluto	2020T3	32,9
58 Edición	Hombres	Valor absoluto	2020T2	31,4
58 Edición	Hombres	Valor absoluto	2020T1	30,4
58 Edición	Hombres	Valor absoluto	2019T4	28,8
58 Edición	Hombres	Valor absoluto	2019T3	27,4
58 Edición	Hombres	Valor absoluto	2019T2	29,3
58 Edición	Hombres	Valor absoluto	2019T1	25,9
58 Edición	Hombres	Valor absoluto	2018T4	32,4
58 Edición	Hombres	Valor absoluto	2018T3	32,7
58 Edición	Hombres	Valor absoluto	2018T2	27,8
58 Edición	Hombres	Valor absoluto	2018T1	27,6
58 Edición	Hombres	Valor absoluto	2017T4	29,0
58 Edición	Hombres	Valor absoluto	2017T3	27,4
58 Edición	Hombres	Valor absoluto	2017T2	31,4
58 Edición	Hombres	Valor absoluto	2017T1	29,6
58 Edición	Hombres	Valor absoluto	2016T4	26,5
58 Edición	Hombres	Valor absoluto	2016T3	29,2
58 Edición	Hombres	Valor absoluto	2016T2	27,9
58 Edición	Hombres	Valor absoluto	2016T1	32,1
58 Edición	Hombres	Valor absoluto	2015T4	28,6
58 Edición	Hombres	Valor absoluto	2015T3	30,0
58 Edición	Hombres	Valor absoluto	2015T2	29,6
58 Edición	Hombres	Valor absoluto	2015T1	29,6
58 Edición	Hombres	Valor absoluto	2014T4	32,3
58 Edición	Hombres	Valor absoluto	2014T3	24,7
58 Edición	Hombres	Valor absoluto	2014T2	24,3
58 Edición	Hombres	Valor absoluto	2014T1	25,1
58 Edición	Hombres	Valor absoluto	2013T4	28,5
58 Edición	Hombres	Valor absoluto	2013T3	29,2
58 Edición	Hombres	Valor absoluto	2013T2	25,3
58 Edición	Hombres	Valor absoluto	2013T1	28,8
58 Edición	Hombres	Valor absoluto	2012T4	30,3
58 Edición	Hombres	Valor absoluto	2012T3	29,1
58 Edición	Hombres	Valor absoluto	2012T2	32,9
58 Edición	Hombres	Valor absoluto	2012T1	30,6
58 Edición	Hombres	Valor absoluto	2011T4	31,5
58 Edición	Hombres	Valor absoluto	2011T3	29,9
58 Edición	Hombres	Valor absoluto	2011T2	31,6
58 Edición	Hombres	Valor absoluto	2011T1	33,8
58 Edición	Hombres	Valor absoluto	2010T4	30,8
58 Edición	Hombres	Valor absoluto	2010T3	35,6
58 Edición	Hombres	Valor absoluto	2010T2	33,4
58 Edición	Hombres	Valor absoluto	2010T1	29,1
58 Edición	Hombres	Valor absoluto	2009T4	38,4
58 Edición	Hombres	Valor absoluto	2009T3	38,8
58 Edición	Hombres	Valor absoluto	2009T2	37,0
58 Edición	Hombres	Valor absoluto	2009T1	44,4
58 Edición	Hombres	Valor absoluto	2008T4	44,8
58 Edición	Hombres	Valor absoluto	2008T3	44,8
58 Edición	Hombres	Valor absoluto	2008T2	44,7
58 Edición	Hombres	Valor absoluto	2008T1	42,8
58 Edición	Hombres	Porcentaje	2021T4	0,3
58 Edición	Hombres	Porcentaje	2021T3	0,2
58 Edición	Hombres	Porcentaje	2021T2	0,3
58 Edición	Hombres	Porcentaje	2021T1	0,3
58 Edición	Hombres	Porcentaje	2020T4	0,3
58 Edición	Hombres	Porcentaje	2020T3	0,3
58 Edición	Hombres	Porcentaje	2020T2	0,3
58 Edición	Hombres	Porcentaje	2020T1	0,3
58 Edición	Hombres	Porcentaje	2019T4	0,3
58 Edición	Hombres	Porcentaje	2019T3	0,3
58 Edición	Hombres	Porcentaje	2019T2	0,3
58 Edición	Hombres	Porcentaje	2019T1	0,2
58 Edición	Hombres	Porcentaje	2018T4	0,3
58 Edición	Hombres	Porcentaje	2018T3	0,3
58 Edición	Hombres	Porcentaje	2018T2	0,3
58 Edición	Hombres	Porcentaje	2018T1	0,3
58 Edición	Hombres	Porcentaje	2017T4	0,3
58 Edición	Hombres	Porcentaje	2017T3	0,3
58 Edición	Hombres	Porcentaje	2017T2	0,3
58 Edición	Hombres	Porcentaje	2017T1	0,3
58 Edición	Hombres	Porcentaje	2016T4	0,3
58 Edición	Hombres	Porcentaje	2016T3	0,3
58 Edición	Hombres	Porcentaje	2016T2	0,3
58 Edición	Hombres	Porcentaje	2016T1	0,3
58 Edición	Hombres	Porcentaje	2015T4	0,3
58 Edición	Hombres	Porcentaje	2015T3	0,3
58 Edición	Hombres	Porcentaje	2015T2	0,3
58 Edición	Hombres	Porcentaje	2015T1	0,3
58 Edición	Hombres	Porcentaje	2014T4	0,3
58 Edición	Hombres	Porcentaje	2014T3	0,3
58 Edición	Hombres	Porcentaje	2014T2	0,3
58 Edición	Hombres	Porcentaje	2014T1	0,3
58 Edición	Hombres	Porcentaje	2013T4	0,3
58 Edición	Hombres	Porcentaje	2013T3	0,3
58 Edición	Hombres	Porcentaje	2013T2	0,3
58 Edición	Hombres	Porcentaje	2013T1	0,3
58 Edición	Hombres	Porcentaje	2012T4	0,3
58 Edición	Hombres	Porcentaje	2012T3	0,3
58 Edición	Hombres	Porcentaje	2012T2	0,3
58 Edición	Hombres	Porcentaje	2012T1	0,3
58 Edición	Hombres	Porcentaje	2011T4	0,3
58 Edición	Hombres	Porcentaje	2011T3	0,3
58 Edición	Hombres	Porcentaje	2011T2	0,3
58 Edición	Hombres	Porcentaje	2011T1	0,3
58 Edición	Hombres	Porcentaje	2010T4	0,3
58 Edición	Hombres	Porcentaje	2010T3	0,3
58 Edición	Hombres	Porcentaje	2010T2	0,3
58 Edición	Hombres	Porcentaje	2010T1	0,3
58 Edición	Hombres	Porcentaje	2009T4	0,4
58 Edición	Hombres	Porcentaje	2009T3	0,4
58 Edición	Hombres	Porcentaje	2009T2	0,3
58 Edición	Hombres	Porcentaje	2009T1	0,4
58 Edición	Hombres	Porcentaje	2008T4	0,4
58 Edición	Hombres	Porcentaje	2008T3	0,4
58 Edición	Hombres	Porcentaje	2008T2	0,4
58 Edición	Hombres	Porcentaje	2008T1	0,4
58 Edición	Mujeres	Valor absoluto	2021T4	22,5
58 Edición	Mujeres	Valor absoluto	2021T3	19,9
58 Edición	Mujeres	Valor absoluto	2021T2	19,4
58 Edición	Mujeres	Valor absoluto	2021T1	23,2
58 Edición	Mujeres	Valor absoluto	2020T4	21,0
58 Edición	Mujeres	Valor absoluto	2020T3	25,7
58 Edición	Mujeres	Valor absoluto	2020T2	27,6
58 Edición	Mujeres	Valor absoluto	2020T1	26,7
58 Edición	Mujeres	Valor absoluto	2019T4	26,3
58 Edición	Mujeres	Valor absoluto	2019T3	21,8
58 Edición	Mujeres	Valor absoluto	2019T2	22,1
58 Edición	Mujeres	Valor absoluto	2019T1	24,2
58 Edición	Mujeres	Valor absoluto	2018T4	22,0
58 Edición	Mujeres	Valor absoluto	2018T3	18,9
58 Edición	Mujeres	Valor absoluto	2018T2	24,9
58 Edición	Mujeres	Valor absoluto	2018T1	25,6
58 Edición	Mujeres	Valor absoluto	2017T4	24,2
58 Edición	Mujeres	Valor absoluto	2017T3	22,7
58 Edición	Mujeres	Valor absoluto	2017T2	23,4
58 Edición	Mujeres	Valor absoluto	2017T1	22,3
58 Edición	Mujeres	Valor absoluto	2016T4	22,8
58 Edición	Mujeres	Valor absoluto	2016T3	24,6
58 Edición	Mujeres	Valor absoluto	2016T2	28,4
58 Edición	Mujeres	Valor absoluto	2016T1	28,4
58 Edición	Mujeres	Valor absoluto	2015T4	27,2
58 Edición	Mujeres	Valor absoluto	2015T3	24,7
58 Edición	Mujeres	Valor absoluto	2015T2	22,3
58 Edición	Mujeres	Valor absoluto	2015T1	24,4
